residence_name,website_url,associated_brand,brief_subtitle,brief_description,budget_start_range,budget_end_range,city,country,address
Barbuda Ocean Club,https://barbudaoceanclub.com/,Discovery Land Company,Discover pristine beachfront luxury with breathtaking ocean views and unparalleled serenity.,"Overlooking pristine beaches and turquoise waters, this residence features private beachfront access and unparalleled sunset views.",300000,4500000,Barbuda,Antigua and Barbuda,"Barbuda, Antigua and Barbuda."
Troubadour Golf & Field Club,https://thetroubadourclub.com/,Discovery Land Company,"Where rolling hills meet world-class amenities, a haven of luxury unfolds.",This extraordinary residence boasts panoramic views of rolling hills and access to an exclusive golf course designed by a renowned architect.,75000,5000000,Nashville,United States,"Troubadour Golf & Field Club  
1500 Troubadour Way  
Nashville, TN 37214  
United States"
Driftwood Golf & Ranch Club,https://driftwoodgolfclub.com/,Discovery Land Company,"Amidst serene landscapes, enjoy exclusive luxury with a championship golf course.","Set against breathtaking hill country vistas, this exclusive community boasts a championship golf course and unparalleled access to serene nature trails.",1500000,2500000,Driftwood,United States,"Driftwood Golf & Ranch Club  
4000 E Hwy 290  
Driftwood, TX 78619  
United States"
Chileno Bay Golf & Beach Club,https://chilenobayclub.com/,Discovery Land Company,Discover breathtaking ocean views and unrivaled luxury at this coastal paradise.,"Overlooking stunning ocean vistas, this exclusive residence boasts private beach access, world-class amenities, and an exceptional golf course.",2000000,5000000,Cabo San Lucas,Mexico,"Carretera Transpeninsular Km 19.5, Cabo San Lucas, B.C.S., Mexico."
The Madison Club,https://madisonclubca.com/,Discovery Land Company,"A sanctuary of unrivaled luxury, blending desert serenity with world-class design.","Situated amidst stunning mountain vistas, this exclusive community boasts private golf courses, luxurious amenities, and unparalleled privacy.",250000,1250000,La Quinta,United States,"The Madison Club  
77564 Madison Club Dr  
La Quinta, CA 92253  
United States"
The Summit Club,https://summitclubnv.com/,Discovery Land Company,"Discover unparalleled luxury with breathtaking mountain views and exclusive, world-class amenities.","The Summit Club boasts breathtaking panoramic views of the Las Vegas Strip and surrounding mountains, complemented by unparalleled privacy and luxury amenities.",1000000,14000000,Las Vegas,United States,"The Summit Club  
1800 Summit Club Dr,  
Las Vegas, NV 89135,  
USA"
Hideaway Golf Club,https://hideawaygolfclub.com/,Discovery Land Company,"This exclusive oasis boasts stunning mountain views and impeccably designed, challenging fairways.","Offering stunning mountain vistas and a private golf course, this exclusive residence provides an unparalleled lifestyle experience in La Quinta.",150,4250000,La Quinta,United States,"100 S Hideaway Dr, La Quinta, CA 92253, United States."
El Dorado Golf & Beach Club,https://eldoradobeachclub.com/,Discovery Land Company,A private haven of oceanfront luxury with world-class golf and unparalleled serenity.,"Overlooking the stunning Sea of Cortez, this exclusive residence boasts unparalleled ocean views and direct access to pristine beaches.",1000000,40000000,Cabo San Lucas,Mexico,
Gozzer Ranch Golf & Lake Club,https://gozzerranchclub.com/,Discovery Land Company,Discover breathtaking lake views and world-class amenities at this exclusive retreat.,"Gozzer Ranch Golf & Lake Club boasts breathtaking panoramic views of Lake Coeur d'Alene, complemented by exclusive golf access and luxurious amenities.",1000000,3500000,Coeur d'Alene,United States,"250 Gozzer Ranch Rd, Coeur d'Alene, ID 83814, United States."
Iron Horse Golf Club,https://ironhorsegolfclub.com/,Discovery Land Company,Discover breathtaking mountain vistas and pristine fairways that redefine golfing elegance.,Iron Horse Golf Club offers breathtaking mountain views and exclusive access to a private golf course and luxurious amenities.,69,2500000,Whitefish,United States,"Iron Horse Golf Club  
1000 Iron Horse Dr  
Whitefish, MT 59937  
United States"
Baker’s Bay Golf & Ocean Clubby,https://bakersbayclub.com/,Discovery Land Company,Discover an ultra-exclusive paradise where turquoise waters meet world-class golf luxury.,"Overlooking the pristine turquoise waters, this exclusive community boasts unparalleled golf course access and private beachfront serenity.",2000000,4000000,Abaco,Bahamas,"Baker's Bay Golf & Ocean Club, Great Guana Cay, Abaco Islands, Bahamas."
Silo Ridge Field Club,https://siloridge.com/,Discovery Land Company,Embrace luxury living with breathtaking Hudson Valley vistas and world-class amenities.,"Silo Ridge Field Club boasts breathtaking mountain views, a private golf course, and exclusive access to a vibrant outdoor lifestyle.",500000,4500000,Amenia,United States,"Silo Ridge Field Club  
80 Limerock Road  
Amenia, NY 12501  
United States"
Mākena Golf & Beach Club,https://makenagolfandbeachclub.com/,Discovery Land Company,Discover breathtaking ocean views and lush landscapes in a golfer's paradise.,"Set against a stunning backdrop of ocean vistas and lush landscapes, this exclusive residence boasts unparalleled access to pristine beaches and world-class golf.",5000000,8000000,Maui,United States,"Mākena Golf & Beach Club  
5400 Makena Alanui  
Maui, HI 96753  
United States"
"Mayfair Park Residences, Dorchester Collection",https://www.dorchestercollection.com/residences/mayfair-park-residences,Dorchester,"A masterpiece of elegance, offering private rooftop gardens with breathtaking city views.","Offering breathtaking views of Hyde Park and bespoke interiors, this residence redefines luxury living in London's vibrant heart.",1500000,8000000,London,UK,"2-4, 22 Park Lane, London W1K 1BE, UK."
"AVA at Palm Jumeirah, Dorchester Collection",https://www.dorchestercollection.com/residences/ava-at-palm-jumeirah,Dorchester,Elevate your lifestyle with breathtaking panoramic views from this exclusive island oasis.,"Overlooking the iconic Dubai skyline and the Arabian Gulf, this residence boasts private beach access and unparalleled luxury amenities.",4500,2000000,Dubai,UAE,
"One at Palm Jumeirah, Dorchester Collection",https://www.dorchestercollection.com/residences/one-at-palm-jumeirah,Dorchester,Indulge in unparalleled luxury with breathtaking ocean views and exquisite private beaches.,"Offering breathtaking panoramic views of the Arabian Gulf, this residence features private beach access and luxurious amenities for ultimate exclusivity.",3000000,40000000,Dubai,UAE,
"The Lana Residences, Dorchester Collection",https://www.dorchestercollection.com/residences/the-lana-residences,Dorchester,"Rising gracefully along the Dubai Canal, this masterpiece redefines waterfront luxury living.","The Lana Residences offer breathtaking panoramic views of the Burj Khalifa and Dubai Fountain, complemented by exclusive access to a private beach.",18000000,100000000,Dubai,UAE,
"ORLA, Dorchester Collection",https://www.dorchestercollection.com/residences/orla,Dorchester,Discover unparalleled luxury with breathtaking panoramic views of the Arabian Gulf.,"Offering breathtaking panoramic views of the iconic skyline, this residence features bespoke interiors and unparalleled access to luxury amenities.",4500,30000000,Dubai,UAE,
"ORLA Infinity, Dorchester Collection",https://www.dorchestercollection.com/residences/orla-infinity,Dorchester,"Indulge in breathtaking skyline views from luxurious, spacious residences with unparalleled elegance.","Overlooking the iconic Palm Jumeirah, this luxurious residence boasts private beach access and unparalleled views of the Arabian Gulf.",2500,5500000,Dubai,UAE,
"VELA, Dorchester Collection",https://www.dorchestercollection.com/residences/vela,Dorchester,"Soaring above Dubai, this architectural masterpiece redefines luxury with breathtaking waterfront views.","Overlooking the iconic skyline and Arabian Gulf, this residence boasts unparalleled luxury with private terraces, bespoke interiors, and exclusive amenities.",7000,2500,Dubai,UAE,
"VELA VIENTO, Dorchester Collection",https://www.dorchestercollection.com/residences/vela-viento,Dorchester,Elevate your lifestyle with breathtaking skyline views from your private sky garden.,"Offering breathtaking views of the Arabian Gulf, this residence features private beach access and luxurious amenities unique to its location.",22000000,60000000,Dubai,UAE,
"The Residences, at The Miami Beach Edition",https://marriottresidences.com/luxury_brand/edition/,Edition,Immerse yourself in oceanfront elegance with seamless indoor-outdoor living and bespoke luxury.,"The Residences at this vibrant Miami Beach destination boast unparalleled ocean views, private rooftop terraces, and access to exclusive amenities.",1800000,35000000,Miami,United States,"2901 Collins Ave, Miami Beach, FL 33140, USA."
"The Residences, at The West Hollywood Edition",https://marriottresidences.com/luxury_brand/edition/,Edition,Luxuriate in panoramic city views from your private rooftop oasis retreat.,"Offering stunning panoramic views of the Hollywood Hills, this residence features private terraces and bespoke interiors designed for luxurious living.",3500000,33000000,West Hollywood,United States,"9040 Sunset Blvd, West Hollywood, CA 90069, United States."
"The Residences, at The Tampa Edition",https://tampaeditionresidences.com/,Edition,Luxurious waterfront living harmonizes with vibrant urban culture in an exquisite setting.,"The Residences at this luxurious destination boast stunning waterfront views, private amenities, and unparalleled access to vibrant downtown attractions.",1600000,7000000,Tampa,United States,"The Residences at The Tampa Edition, 500 Channelside Drive, Tampa, FL 33602, United States."
"Edition Residences, Miami Edgewater",https://www.editionresidencesedgewater.com/,Edition,Immerse in unparalleled bayfront luxury with private rooftop pools and skyline views.,"Offering breathtaking waterfront views and exclusive access to a private beach club, this residence redefines luxury living in Edgewater.",3000000,30000000,Miami,United States,"Edition Residences, Miami Edgewater  
300 Biscayne Blvd Way  
Miami, FL 33137  
United States"
Fairmont Heritage Place Diamante,https://www.fairmont.com/acapulco-diamante/accommodations/,Fairmont,Discover unparalleled luxury with private beachfront villas offering breathtaking Pacific sunsets.,"Overlooking the stunning Pacific Ocean, this exclusive residence boasts luxurious amenities, private infinity pools, and unparalleled sunset views.",800,500000,Acapulco,Mexico,"Av. Costa Azul 1, Diamante, 39907 Acapulco, Guerrero, Mexico."
Fairmont Heritage Place Mayakoba,https://www.fairmont.com/heritage-place-mayakoba/accommodations/,Fairmont,Discover your private oasis with exclusive beach access and serene lagoon views.,"This luxurious residence boasts breathtaking views of pristine lagoons and direct access to an exclusive beach, enhancing every moment.",600,3000000,Quintana Roo,Mexico,"Carretera Federal 307, Km 298, 77710 Playa del Carmen, Quintana Roo, Mexico."
"Fairmont Heritage Place, Franz Klammer Lodge",https://www.fairmont.com/klammer-lodge-telluride/accommodations/,Fairmont,"Indulge in luxurious mountain living with ski-in, ski-out access and stunning views.","Offering breathtaking mountain views and ski-in/ski-out access, this luxurious residence boasts spacious accommodations and exceptional amenities.",500,3000000,Mountain Village,United States,"Fairmont Heritage Place, Franz Klammer Lodge  
567 Mountain Village Blvd,  
Mountain Village, CO 81435,  
United States"
Fairmont Mayakoba,https://www.fairmont.com/mayakoba-riviera-maya/accommodations/,Fairmont,Discover a serene paradise where lush mangroves meet pristine Caribbean beaches.,"Set amidst lush mangroves and tranquil lagoons, this luxurious residence boasts stunning ocean views and unparalleled eco-friendly amenities.",300,1000,Quintana Roo,Mexico,"Carretera Federal 307, Km 298, 77710 Playa del Carmen, Quintana Roo, Mexico."
Fairmont The Palm,https://www.fairmont.com/palm-dubai/accommodations/,Fairmont,Luxurious beachfront oasis with breathtaking Arabian Gulf views and world-class elegance.,"Offering breathtaking views of the Arabian Gulf and direct beach access, this luxurious residence boasts a stunning infinity pool and exquisite dining options.",600,1500,Dubai,UAE,"Sheikh Zayed Road, Palm Jumeirah, Dubai, UAE."
Fairmont La Marina Rabat Salé Hotel & Residences,https://www.fairmont.com/rabat/accommodations/,Fairmont,Luxuriate in stunning riverfront views and exquisite Moroccan-inspired elegance at this haven.,"This luxurious residence boasts breathtaking river and ocean views, complemented by exclusive access to private beach facilities and exquisite dining options.",200,.--.,Salé,Morocco,"Boulevard de la Marina, Salé 11000, Morocco."
